value,location,sample date,measure
272,Chai,27-Jan-05,Total dissolved salts
279,Chai,27-Jan-05,Total dissolved salts
0,Boonsri,28-Jan-05,Mercury
0,Boonsri,28-Jan-05,Atrazine
0,Boonsri,28-Jan-05,Heptachloroepoxide
0,Boonsri,28-Jan-05,Heptachlor
0,Boonsri,28-Jan-05,Endosulfan (alpha)
0,Boonsri,28-Jan-05,Endosulfan (beta)
0,Boonsri,28-Jan-05,alpha-Hexachlorocyclohexane
0,Boonsri,28-Jan-05,Aldrin
0,Boonsri,28-Jan-05,Dieldrin
0,Boonsri,28-Jan-05,Heptachloroepoxide
0,Boonsri,28-Jan-05,Heptachlor
0,Boonsri,28-Jan-05,Endosulfan (alpha)
0,Boonsri,28-Jan-05,Endosulfan (beta)
0,Boonsri,28-Jan-05,"p,p-DDD"
0,Boonsri,28-Jan-05,"p,p-DDE"
0,Boonsri,28-Jan-05,alpha-Hexachlorocyclohexane
0,Boonsri,28-Jan-05,Aldrin
0,Boonsri,28-Jan-05,Dieldrin
0,Boonsri,28-Jan-05,Fecal streptococci 
0,Boonsri,28-Jan-05,Heptachloroepoxide
0,Boonsri,28-Jan-05,Heptachlor
0,Boonsri,28-Jan-05,Endosulfan (alpha)
0,Boonsri,28-Jan-05,Endosulfan (beta)
0,Boonsri,28-Jan-05,"p,p-DDD"
0,Boonsri,28-Jan-05,beta-Hexaxchlorocyclohexane
0,Boonsri,28-Jan-05,Aldrin
0,Boonsri,28-Jan-05,Dieldrin
0,Boonsri,28-Jan-05,Endrin
0.006,Boonsri,28-Jan-05,"p,p-DDE"
0.007,Boonsri,28-Jan-05,alpha-Hexachlorocyclohexane
0.009,Boonsri,28-Jan-05,Endrin
0.009,Boonsri,28-Jan-05,gamma-Hexachlorocyclohexane
0.01,Boonsri,28-Jan-05,beta-Hexaxchlorocyclohexane
0.011,Boonsri,28-Jan-05,"p,p-DDD"
0.012,Boonsri,28-Jan-05,beta-Hexaxchlorocyclohexane
0.012,Boonsri,28-Jan-05,"p,p-DDE"
0.016,Boonsri,28-Jan-05,gamma-Hexachlorocyclohexane
0.019,Boonsri,28-Jan-05,gamma-Hexachlorocyclohexane
0.02,Boonsri,28-Jan-05,Fecal streptococci 
0.02,Boonsri,28-Jan-05,Fecal streptococci 
0.025,Boonsri,28-Jan-05,Anionic active surfactants
0.025,Boonsri,28-Jan-05,Anionic active surfactants
0.025,Boonsri,28-Jan-05,Anionic active surfactants
0.028,Boonsri,28-Jan-05,Nitrites
0.028,Boonsri,28-Jan-05,Nitrites
0.036,Boonsri,28-Jan-05,Nitrites
0.044,Boonsri,28-Jan-05,Manganese
0.051,Boonsri,28-Jan-05,Endrin
0.053,Boonsri,28-Jan-05,Manganese
0.056,Boonsri,28-Jan-05,Manganese
0.06,Boonsri,28-Jan-05,Fecal coliforms
0.06,Boonsri,28-Jan-05,Fecal coliforms
0.07,Boonsri,28-Jan-05,Manganese
0.084,Boonsri,28-Jan-05,Orthophosphate-phosphorus
0.084,Boonsri,28-Jan-05,Orthophosphate-phosphorus
0.088,Boonsri,28-Jan-05,Atrazine
0.09,Boonsri,28-Jan-05,Total phosphorus
0.091,Boonsri,28-Jan-05,Orthophosphate-phosphorus
0.092,Boonsri,28-Jan-05,Fecal coliforms
0.095,Boonsri,28-Jan-05,Total phosphorus
0.098,Boonsri,28-Jan-05,Total phosphorus
0.11,Boonsri,28-Jan-05,Total coliforms
0.14,Boonsri,28-Jan-05,Total coliforms
0.144,Boonsri,28-Jan-05,Atrazine
0.17,Boonsri,28-Jan-05,Total coliforms
0.24,Boonsri,28-Jan-05,Ammonium
0.31,Boonsri,28-Jan-05,Ammonium
0.33,Boonsri,28-Jan-05,Ammonium
0.891,Boonsri,28-Jan-05,Iron
0.981,Boonsri,28-Jan-05,Chromium
0.995,Boonsri,28-Jan-05,Mercury
1.109,Boonsri,28-Jan-05,Mercury
1.16,Boonsri,28-Jan-05,Chromium
1.296,Boonsri,28-Jan-05,Chromium
1.4,Boonsri,28-Jan-05,Nitrates
1.899,Boonsri,28-Jan-05,Lead
1.92,Boonsri,28-Jan-05,Nitrates
2.054,Boonsri,28-Jan-05,Iron
2.12,Boonsri,28-Jan-05,Nitrates
2.134,Boonsri,28-Jan-05,Nickel
2.174,Boonsri,28-Jan-05,Lead
2.784,Boonsri,28-Jan-05,Iron
2.994,Boonsri,28-Jan-05,Nickel
3,Boonsri,28-Jan-05,Potassium
3,Boonsri,28-Jan-05,Potassium
3,Boonsri,28-Jan-05,Potassium
3.1,Boonsri,28-Jan-05,Biochemical Oxygen
3.252,Boonsri,28-Jan-05,Cadmium
3.3,Boonsri,28-Jan-05,Biochemical Oxygen
3.358,Boonsri,28-Jan-05,Copper
3.5,Boonsri,28-Jan-05,Biochemical Oxygen
3.558,Boonsri,28-Jan-05,Cadmium
3.579,Boonsri,28-Jan-05,Copper
3.9,Boonsri,28-Jan-05,Cadmium
4,Boonsri,28-Jan-05,Water temperature
4,Boonsri,28-Jan-05,Water temperature
4,Boonsri,28-Jan-05,Water temperature
4.361,Boonsri,28-Jan-05,Nickel
4.4,Boonsri,28-Jan-05,Chemical Oxygen Demand (Mn)
4.425,Boonsri,28-Jan-05,Copper
5.1,Boonsri,28-Jan-05,Chemical Oxygen Demand (Mn)
5.6,Boonsri,28-Jan-05,Chemical Oxygen Demand (Mn)
7.7,Boonsri,28-Jan-05,Magnesium
7.9,Boonsri,28-Jan-05,Chemical Oxygen Demand (Cr)
8.7,Boonsri,28-Jan-05,Magnesium
9,Boonsri,28-Jan-05,Chemical Oxygen Demand (Cr)
9.2,Boonsri,28-Jan-05,Chemical Oxygen Demand (Cr)
9.5,Boonsri,28-Jan-05,Dissolved oxygen
10,Boonsri,28-Jan-05,Zinc
10,Boonsri,28-Jan-05,Dissolved oxygen
10.1,Boonsri,28-Jan-05,Dissolved oxygen
10.6,Boonsri,28-Jan-05,Magnesium
14,Boonsri,28-Jan-05,Zinc
14,Boonsri,28-Jan-05,Sodium
15,Boonsri,28-Jan-05,Sodium
15,Boonsri,28-Jan-05,Sodium
16.129999,Boonsri,28-Jan-05,Lead
21.5,Boonsri,28-Jan-05,Chlorides
22,Boonsri,28-Jan-05,Chlorides
22.5,Boonsri,28-Jan-05,Chlorides
35.700001,Boonsri,28-Jan-05,Sulphates
37.799999,Boonsri,28-Jan-05,Sulphates
39.900002,Boonsri,28-Jan-05,Sulphates
60.5,Boonsri,28-Jan-05,Calcium
60.599998,Boonsri,28-Jan-05,Calcium
63.700001,Boonsri,28-Jan-05,Calcium
75.699997,Boonsri,28-Jan-05,Oxygen saturation
76.199997,Boonsri,28-Jan-05,Oxygen saturation
77.400002,Boonsri,28-Jan-05,Oxygen saturation
88,Boonsri,28-Jan-05,Zinc
108.639999,Boonsri,28-Jan-05,Total hardness
109.760002,Boonsri,28-Jan-05,Total hardness
114.239998,Boonsri,28-Jan-05,Total hardness
207.399994,Boonsri,28-Jan-05,Bicarbonates
213.5,Boonsri,28-Jan-05,Bicarbonates
213.5,Boonsri,28-Jan-05,Bicarbonates
244,Boonsri,28-Jan-05,Total dissolved salts
246,Boonsri,28-Jan-05,Total dissolved salts
258,Boonsri,28-Jan-05,Total dissolved salts
0,Kohsoom,30-Jan-05,Heptachloroepoxide
0,Kohsoom,30-Jan-05,Heptachlor
0,Kohsoom,30-Jan-05,Endosulfan (alpha)
0,Kohsoom,30-Jan-05,Endosulfan (beta)
0,Kohsoom,30-Jan-05,alpha-Hexachlorocyclohexane
0,Kohsoom,30-Jan-05,beta-Hexaxchlorocyclohexane
0,Kohsoom,30-Jan-05,Aldrin
0,Kohsoom,30-Jan-05,Dieldrin
0,Kohsoom,30-Jan-05,Endrin
0.009,Kohsoom,30-Jan-05,"p,p-DDD"
0.01,Kohsoom,30-Jan-05,Petroleum hydrocarbons
0.012,Kohsoom,30-Jan-05,"p,p-DDE"
0.039,Kohsoom,30-Jan-05,Anionic active surfactants
0.06,Kohsoom,30-Jan-05,Nitrites
0.126,Kohsoom,30-Jan-05,Atrazine
0.14,Kohsoom,30-Jan-05,Fecal streptococci 
0.222,Kohsoom,30-Jan-05,Manganese
0.26,Kohsoom,30-Jan-05,Orthophosphate-phosphorus
0.444,Kohsoom,30-Jan-05,Cadmium
0.45,Kohsoom,30-Jan-05,Fecal coliforms
0.47,Kohsoom,30-Jan-05,Total phosphorus
0.493,Kohsoom,30-Jan-05,Iron
0.574,Kohsoom,30-Jan-05,Lead
1.26,Kohsoom,30-Jan-05,Ammonium
2.45,Kohsoom,30-Jan-05,Nitrates
3.035,Kohsoom,30-Jan-05,Copper
4.6,Kohsoom,30-Jan-05,Water temperature
4.96,Kohsoom,30-Jan-05,Chromium
5.015,Kohsoom,30-Jan-05,Nickel
5.4,Kohsoom,30-Jan-05,Total coliforms
6.9,Kohsoom,30-Jan-05,Biochemical Oxygen
7.1,Kohsoom,30-Jan-05,Potassium
9,Kohsoom,30-Jan-05,Dissolved oxygen
10.1,Kohsoom,30-Jan-05,Chemical Oxygen Demand (Mn)
12.4,Kohsoom,30-Jan-05,Silica (SiO2)
19.6,Kohsoom,30-Jan-05,Chemical Oxygen Demand (Cr)
26,Kohsoom,30-Jan-05,Magnesium
30.700001,Kohsoom,30-Jan-05,Sodium
53,Kohsoom,30-Jan-05,Chlorides
94.400002,Kohsoom,30-Jan-05,Calcium
103,Kohsoom,30-Jan-05,Sulphates
286,Kohsoom,30-Jan-05,Bicarbonates
358,Kohsoom,30-Jan-05,Total dissolved salts
431.200012,Kohsoom,30-Jan-05,Total hardness
0,Chai,31-Jan-05,Endosulfan (beta)
0,Chai,31-Jan-05,Mercury
0,Chai,31-Jan-05,Atrazine
0,Chai,31-Jan-05,Endosulfan (beta)
0,Chai,31-Jan-05,Mercury
0,Chai,31-Jan-05,Atrazine
0,Chai,31-Jan-05,Endosulfan (beta)
0.016,Chai,31-Jan-05,Nitrites
0.02,Chai,31-Jan-05,Manganese
0.031,Chai,31-Jan-05,Orthophosphate-phosphorus
0.031,Chai,31-Jan-05,Nitrites
0.032,Chai,31-Jan-05,Nitrites
0.034,Chai,31-Jan-05,Total phosphorus
0.04,Chai,31-Jan-05,Orthophosphate-phosphorus
0.046,Chai,31-Jan-05,Manganese
0.062,Chai,31-Jan-05,gamma-Hexachlorocyclohexane
0.064,Chai,31-Jan-05,Manganese
0.068,Chai,31-Jan-05,Orthophosphate-phosphorus
0.07,Chai,31-Jan-05,Manganese
0.097,Chai,31-Jan-05,Total phosphorus
0.12,Chai,31-Jan-05,gamma-Hexachlorocyclohexane
0.123,Chai,31-Jan-05,Ammonium
0.159,Chai,31-Jan-05,Total phosphorus
0.172,Chai,31-Jan-05,Ammonium
0.188,Chai,31-Jan-05,Cadmium
0.208,Chai,31-Jan-05,Cadmium
0.23,Chai,31-Jan-05,Cadmium
0.269,Chai,31-Jan-05,gamma-Hexachlorocyclohexane
0.283,Chai,31-Jan-05,Ammonium
0.354,Chai,31-Jan-05,Iron
0.377,Chai,31-Jan-05,Mercury
0.425,Chai,31-Jan-05,Iron
0.443,Chai,31-Jan-05,Iron
0.64,Chai,31-Jan-05,Biochemical Oxygen
1,Chai,31-Jan-05,Water temperature
1,Chai,31-Jan-05,Water temperature
1,Chai,31-Jan-05,Water temperature
1.2,Chai,31-Jan-05,Biochemical Oxygen
1.2,Chai,31-Jan-05,Biochemical Oxygen
2.09,Chai,31-Jan-05,Nitrates
2.12,Chai,31-Jan-05,Nitrates
2.13,Chai,31-Jan-05,Lead
2.55,Chai,31-Jan-05,Nitrates
3.136,Chai,31-Jan-05,Chromium
3.889,Chai,31-Jan-05,Lead
3.903,Chai,31-Jan-05,Chromium
4.114,Chai,31-Jan-05,Chromium
6.525,Chai,31-Jan-05,Nickel
6.692,Chai,31-Jan-05,Nickel
7.029,Chai,31-Jan-05,Nickel
10.8,Chai,31-Jan-05,Dissolved oxygen
10.8,Chai,31-Jan-05,Dissolved oxygen
10.8,Chai,31-Jan-05,Copper
10.96,Chai,31-Jan-05,Dissolved oxygen
11.2,Chai,31-Jan-05,Copper
11.39,Chai,31-Jan-05,Copper
15.85,Chai,31-Jan-05,Lead
32,Chai,31-Jan-05,Zinc
41,Chai,31-Jan-05,Zinc
41,Chai,31-Jan-05,Zinc
0,Boonsri,11-Feb-05,Mercury
0,Boonsri,11-Feb-05,Endosulfan (beta)
0,Boonsri,11-Feb-05,Mercury
0,Boonsri,11-Feb-05,Endosulfan (beta)
0,Boonsri,11-Feb-05,Fecal streptococci 
0,Boonsri,11-Feb-05,Mercury
0,Boonsri,11-Feb-05,Endosulfan (beta)
0,Kannika,11-Feb-05,Atrazine
0,Kannika,11-Feb-05,Heptachlor
0,Kannika,11-Feb-05,Mercury
0,Kannika,11-Feb-05,Atrazine
0,Kannika,11-Feb-05,Heptachlor
0,Kannika,11-Feb-05,alpha-Hexachlorocyclohexane
0,Kannika,11-Feb-05,Mercury
0,Kannika,11-Feb-05,Heptachlor
0,Kannika,11-Feb-05,alpha-Hexachlorocyclohexane
0,Sakda,11-Feb-05,Mercury
0,Sakda,11-Feb-05,Heptachlor
0,Sakda,11-Feb-05,"p,p-DDT"
0,Sakda,11-Feb-05,Ammonium
0,Sakda,11-Feb-05,Mercury
0,Sakda,11-Feb-05,Atrazine
0,Sakda,11-Feb-05,Heptachlor
0,Sakda,11-Feb-05,alpha-Hexachlorocyclohexane
0,Sakda,11-Feb-05,Mercury
0,Sakda,11-Feb-05,alpha-Hexachlorocyclohexane
0.01,Boonsri,11-Feb-05,Petroleum hydrocarbons
0.01,Sakda,11-Feb-05,Nitrites
0.012,Kannika,11-Feb-05,Nitrites
0.017,Kannika,11-Feb-05,alpha-Hexachlorocyclohexane
0.017,Kannika,11-Feb-05,Nitrites
0.017,Sakda,11-Feb-05,Nitrites
0.019,Sakda,11-Feb-05,Heptachlor
0.02,Boonsri,11-Feb-05,Fecal streptococci 
0.02,Boonsri,11-Feb-05,Manganese
0.02,Boonsri,11-Feb-05,Fecal coliforms
0.02,Boonsri,11-Feb-05,Fecal streptococci 
0.02,Kannika,11-Feb-05,Nitrites
0.02,Kannika,11-Feb-05,Manganese
0.02,Sakda,11-Feb-05,Manganese
0.021,Kannika,11-Feb-05,Ammonium
0.021,Sakda,11-Feb-05,Nitrites
0.025,Boonsri,11-Feb-05,Anionic active surfactants
0.025,Boonsri,11-Feb-05,Anionic active surfactants
0.025,Boonsri,11-Feb-05,Anionic active surfactants
0.029,Sakda,11-Feb-05,Ammonium
0.032,Sakda,11-Feb-05,"p,p-DDD"
0.035,Kannika,11-Feb-05,Ammonium
0.036,Boonsri,11-Feb-05,Manganese
0.036,Boonsri,11-Feb-05,Nitrites
0.037,Boonsri,11-Feb-05,Manganese
0.038,Kannika,11-Feb-05,gamma-Hexachlorocyclohexane
0.039,Boonsri,11-Feb-05,Nitrites
0.039,Boonsri,11-Feb-05,Nitrites
0.04,Boonsri,11-Feb-05,Fecal coliforms
0.041,Boonsri,11-Feb-05,Manganese
0.042,Kannika,11-Feb-05,Orthophosphate-phosphorus
0.048,Sakda,11-Feb-05,"p,p-DDD"
0.05,Kannika,11-Feb-05,beta-Hexaxchlorocyclohexane
0.05,Kannika,11-Feb-05,Cadmium
0.05,Sakda,11-Feb-05,Orthophosphate-phosphorus
0.051,Sakda,11-Feb-05,Cadmium
0.058,Sakda,11-Feb-05,beta-Hexaxchlorocyclohexane
0.058,Sakda,11-Feb-05,Ammonium
0.06,Boonsri,11-Feb-05,Fecal coliforms
0.0609,Sakda,11-Feb-05,Anionic active surfactants
0.063,Sakda,11-Feb-05,gamma-Hexachlorocyclohexane
0.065,Kannika,11-Feb-05,Orthophosphate-phosphorus
0.066,Kannika,11-Feb-05,Orthophosphate-phosphorus
0.066,Sakda,11-Feb-05,alpha-Hexachlorocyclohexane
0.071,Kannika,11-Feb-05,Manganese
0.071,Sakda,11-Feb-05,Manganese
0.076,Sakda,11-Feb-05,Atrazine
0.076,Sakda,11-Feb-05,Orthophosphate-phosphorus
0.0773,Sakda,11-Feb-05,Anionic active surfactants
0.079,Sakda,11-Feb-05,beta-Hexaxchlorocyclohexane
0.08,Sakda,11-Feb-05,Anionic active surfactants
0.084,Boonsri,11-Feb-05,Orthophosphate-phosphorus
0.085,Kannika,11-Feb-05,Manganese
0.092,Boonsri,11-Feb-05,Total coliforms
0.0922,Kannika,11-Feb-05,Anionic active surfactants
0.093,Sakda,11-Feb-05,Cadmium
0.098,Sakda,11-Feb-05,Orthophosphate-phosphorus
0.099,Kannika,11-Feb-05,"p,p-DDD"
0.099,Kannika,11-Feb-05,Anionic active surfactants
0.1,Boonsri,11-Feb-05,Orthophosphate-phosphorus
0.1,Boonsri,11-Feb-05,Orthophosphate-phosphorus
0.1,Boonsri,11-Feb-05,Total phosphorus
0.1001,Kannika,11-Feb-05,Anionic active surfactants
0.11,Boonsri,11-Feb-05,Total phosphorus
0.11,Kannika,11-Feb-05,Ammonium
0.12,Boonsri,11-Feb-05,Total phosphorus
0.13,Sakda,11-Feb-05,Total phosphorus
0.132,Kannika,11-Feb-05,gamma-Hexachlorocyclohexane
0.139,Kannika,11-Feb-05,beta-Hexaxchlorocyclohexane
0.14,Sakda,11-Feb-05,Manganese
0.141,Sakda,11-Feb-05,beta-Hexaxchlorocyclohexane
0.143,Kannika,11-Feb-05,"p,p-DDD"
0.147,Kannika,11-Feb-05,beta-Hexaxchlorocyclohexane
0.151,Kannika,11-Feb-05,Total phosphorus
0.152,Sakda,11-Feb-05,gamma-Hexachlorocyclohexane
0.162,Kannika,11-Feb-05,Cadmium
0.163,Sakda,11-Feb-05,Total phosphorus
0.166,Sakda,11-Feb-05,Total phosphorus
0.167,Kannika,11-Feb-05,Total phosphorus
0.17,Boonsri,11-Feb-05,Total coliforms
0.181,Sakda,11-Feb-05,Chromium
0.186,Kannika,11-Feb-05,Manganese
0.186,Sakda,11-Feb-05,Manganese
0.201,Kannika,11-Feb-05,Total phosphorus
0.21,Boonsri,11-Feb-05,Total coliforms
0.256,Boonsri,11-Feb-05,Ammonium
0.28,Kannika,11-Feb-05,"p,p-DDD"
0.331,Sakda,11-Feb-05,"p,p-DDD"
0.334,Boonsri,11-Feb-05,Ammonium
0.435,Boonsri,11-Feb-05,Ammonium
0.5,Kannika,11-Feb-05,Water temperature
0.5,Kannika,11-Feb-05,Water temperature
0.5,Kannika,11-Feb-05,Water temperature
0.5,Sakda,11-Feb-05,Water temperature
0.5,Sakda,11-Feb-05,Water temperature
0.5,Sakda,11-Feb-05,Water temperature
0.579,Kannika,11-Feb-05,Mercury
0.58,Kannika,11-Feb-05,Petroleum hydrocarbons
0.669,Boonsri,11-Feb-05,Cadmium
0.705,Boonsri,11-Feb-05,Cadmium
0.842,Boonsri,11-Feb-05,Iron
0.919,Boonsri,11-Feb-05,Chromium
0.927,Boonsri,11-Feb-05,Chromium
1.086,Kannika,11-Feb-05,Chromium
1.095,Boonsri,11-Feb-05,Nickel
1.119,Sakda,11-Feb-05,Chromium
1.146,Kannika,11-Feb-05,Iron
1.198,Boonsri,11-Feb-05,Nickel
1.211,Kannika,11-Feb-05,Iron
1.246,Sakda,11-Feb-05,Iron
1.498,Sakda,11-Feb-05,Iron
1.658,Boonsri,11-Feb-05,Iron
1.665,Kannika,11-Feb-05,Cadmium
1.76,Sakda,11-Feb-05,Petroleum hydrocarbons
1.903,Boonsri,11-Feb-05,Lead
1.918,Boonsri,11-Feb-05,Cadmium
1.993,Boonsri,11-Feb-05,Nickel
2,Boonsri,11-Feb-05,Potassium
2,Boonsri,11-Feb-05,Potassium
2.001,Boonsri,11-Feb-05,Chromium
2.11,Kannika,11-Feb-05,Nitrates
2.17,Boonsri,11-Feb-05,Nitrates
2.17,Boonsri,11-Feb-05,Nitrates
2.19,Boonsri,11-Feb-05,Nitrates
2.271,Kannika,11-Feb-05,Nickel
2.35,Sakda,11-Feb-05,Nitrates
2.36,Kannika,11-Feb-05,Nitrates
2.39,Sakda,11-Feb-05,Nitrates
2.407,Kannika,11-Feb-05,Nickel
2.43,Sakda,11-Feb-05,Nitrates
2.457,Sakda,11-Feb-05,Iron
2.553,Sakda,11-Feb-05,Nickel
2.6,Boonsri,11-Feb-05,Water temperature
2.65,Kannika,11-Feb-05,Nitrates
2.691,Sakda,11-Feb-05,Nickel
2.8,Boonsri,11-Feb-05,Water temperature
2.8,Boonsri,11-Feb-05,Water temperature
2.852,Sakda,11-Feb-05,Lead
2.978,Kannika,11-Feb-05,Iron
3,Boonsri,11-Feb-05,Potassium
3.35,Boonsri,11-Feb-05,Biochemical Oxygen
3.505,Boonsri,11-Feb-05,Iron
3.522,Kannika,11-Feb-05,Lead
3.66,Boonsri,11-Feb-05,Chemical Oxygen Demand (Mn)
3.7,Kannika,11-Feb-05,Biochemical Oxygen
3.732,Sakda,11-Feb-05,Cadmium
3.8,Sakda,11-Feb-05,Biochemical Oxygen
3.9,Boonsri,11-Feb-05,Biochemical Oxygen
3.9,Kannika,11-Feb-05,Biochemical Oxygen
3.98,Boonsri,11-Feb-05,Biochemical Oxygen
4.039,Sakda,11-Feb-05,Lead
4.1,Kannika,11-Feb-05,Biochemical Oxygen
4.155,Boonsri,11-Feb-05,Lead
4.329,Kannika,11-Feb-05,Nickel
4.45,Boonsri,11-Feb-05,Chemical Oxygen Demand (Mn)
4.5,Kannika,11-Feb-05,Chemical Oxygen Demand (Mn)
4.5,Kannika,11-Feb-05,Chemical Oxygen Demand (Mn)
4.52,Sakda,11-Feb-05,Nickel
4.7,Sakda,11-Feb-05,Biochemical Oxygen
4.8,Sakda,11-Feb-05,Biochemical Oxygen
4.85,Boonsri,11-Feb-05,Chemical Oxygen Demand (Mn)
4.9,Kannika,11-Feb-05,Chemical Oxygen Demand (Mn)
5.1,Sakda,11-Feb-05,Chemical Oxygen Demand (Mn)
5.4,Sakda,11-Feb-05,Chemical Oxygen Demand (Mn)
5.43,Boonsri,11-Feb-05,Chemical Oxygen Demand (Cr)
5.794,Boonsri,11-Feb-05,Lead
5.9,Sakda,11-Feb-05,Chemical Oxygen Demand (Mn)
6.329,Kannika,11-Feb-05,Lead
6.402,Sakda,11-Feb-05,Chromium
6.417,Sakda,11-Feb-05,Lead
6.538,Kannika,11-Feb-05,Lead
6.817,Sakda,11-Feb-05,Copper
6.821,Sakda,11-Feb-05,Copper
7.06,Boonsri,11-Feb-05,Chemical Oxygen Demand (Cr)
7.347,Boonsri,11-Feb-05,Copper
7.6,Boonsri,11-Feb-05,Chemical Oxygen Demand (Cr)
10.34,Sakda,11-Feb-05,Copper
10.73,Boonsri,11-Feb-05,Dissolved oxygen
10.77,Kannika,11-Feb-05,Copper
10.92,Boonsri,11-Feb-05,Dissolved oxygen
11.06,Sakda,11-Feb-05,Silica (SiO2)
11.14,Sakda,11-Feb-05,Silica (SiO2)
11.15,Boonsri,11-Feb-05,Dissolved oxygen
11.28,Sakda,11-Feb-05,Silica (SiO2)
11.42,Kannika,11-Feb-05,Silica (SiO2)
11.42,Kannika,11-Feb-05,Silica (SiO2)
11.64,Boonsri,11-Feb-05,Magnesium
11.7,Sakda,11-Feb-05,Dissolved oxygen
11.8,Kannika,11-Feb-05,Dissolved oxygen
11.8,Sakda,11-Feb-05,Dissolved oxygen
11.9,Kannika,11-Feb-05,Dissolved oxygen
11.9,Sakda,11-Feb-05,Dissolved oxygen
11.94,Kannika,11-Feb-05,Silica (SiO2)
12,Kannika,11-Feb-05,Dissolved oxygen
13.29,Kannika,11-Feb-05,Chromium
14.55,Boonsri,11-Feb-05,Magnesium
15,Boonsri,11-Feb-05,Sodium
15.52,Boonsri,11-Feb-05,Magnesium
15.6,Kannika,11-Feb-05,Copper
16,Boonsri,11-Feb-05,Sodium
16,Boonsri,11-Feb-05,Sodium
16.25,Kannika,11-Feb-05,Copper
16.85,Boonsri,11-Feb-05,Copper
21.6,Boonsri,11-Feb-05,Copper
22.1,Kannika,11-Feb-05,Magnesium
22.1,Kannika,11-Feb-05,Magnesium
22.1,Sakda,11-Feb-05,Magnesium
22.1,Sakda,11-Feb-05,Magnesium
22.1,Sakda,11-Feb-05,Magnesium
22.15,Boonsri,11-Feb-05,Chlorides
23.030001,Boonsri,11-Feb-05,Chlorides
23.43,Boonsri,11-Feb-05,Chlorides
23.75,Kannika,11-Feb-05,Chromium
24.5,Kannika,11-Feb-05,Magnesium
27.1,Boonsri,11-Feb-05,Sulphates
27.4,Sakda,11-Feb-05,Sulphates
27.700001,Sakda,11-Feb-05,Sulphates
27.9,Kannika,11-Feb-05,Sulphates
28.4,Kannika,11-Feb-05,Chlorides
28.4,Kannika,11-Feb-05,Chlorides
29.1,Kannika,11-Feb-05,Sulphates
29.9,Kannika,11-Feb-05,Sulphates
30.6,Boonsri,11-Feb-05,Sulphates
31.1,Sakda,11-Feb-05,Sulphates
33.900002,Boonsri,11-Feb-05,Sulphates
35.5,Kannika,11-Feb-05,Chlorides
35.5,Sakda,11-Feb-05,Chlorides
35.5,Sakda,11-Feb-05,Chlorides
35.5,Sakda,11-Feb-05,Chlorides
39,Kannika,11-Feb-05,Zinc
43,Boonsri,11-Feb-05,Zinc
44,Sakda,11-Feb-05,Zinc
45,Sakda,11-Feb-05,Zinc
46,Boonsri,11-Feb-05,Zinc
46,Kannika,11-Feb-05,Zinc
50,Boonsri,11-Feb-05,Zinc
52.599998,Kannika,11-Feb-05,Calcium
52.599998,Sakda,11-Feb-05,Calcium
56,Sakda,11-Feb-05,Zinc
56.599998,Kannika,11-Feb-05,Calcium
56.599998,Kannika,11-Feb-05,Calcium
56.599998,Sakda,11-Feb-05,Calcium
56.599998,Sakda,11-Feb-05,Calcium
57.23,Boonsri,11-Feb-05,Calcium
62.139999,Boonsri,11-Feb-05,Calcium
64,Sakda,11-Feb-05,Bicarbonates
64,Sakda,11-Feb-05,Bicarbonates
65.410004,Boonsri,11-Feb-05,Calcium
67,Kannika,11-Feb-05,Zinc
89,Sakda,11-Feb-05,Bicarbonates
116.480003,Boonsri,11-Feb-05,Total hardness
119,Boonsri,11-Feb-05,Total hardness
121.239998,Boonsri,11-Feb-05,Total hardness
124.599999,Sakda,11-Feb-05,Total hardness
127.400002,Kannika,11-Feb-05,Bicarbonates
130.300003,Kannika,11-Feb-05,Total hardness
130.300003,Kannika,11-Feb-05,Total hardness
130.300003,Kannika,11-Feb-05,Total hardness
130.300003,Sakda,11-Feb-05,Total hardness
130.300003,Sakda,11-Feb-05,Total hardness
140.300003,Kannika,11-Feb-05,Bicarbonates
215.899994,Kannika,11-Feb-05,Bicarbonates
219.600006,Boonsri,11-Feb-05,Bicarbonates
225.699997,Boonsri,11-Feb-05,Bicarbonates
231.800003,Boonsri,11-Feb-05,Bicarbonates
255,Boonsri,11-Feb-05,Total dissolved salts
265,Boonsri,11-Feb-05,Total dissolved salts
268,Boonsri,11-Feb-05,Total dissolved salts
311,Sakda,11-Feb-05,Total dissolved salts
314,Sakda,11-Feb-05,Total dissolved salts
316,Sakda,11-Feb-05,Total dissolved salts
320,Kannika,11-Feb-05,Total dissolved salts
320,Kannika,11-Feb-05,Total dissolved salts
331,Kannika,11-Feb-05,Total dissolved salts
0,Somchair,20-Feb-05,Mercury
0,Somchair,20-Feb-05,Atrazine
0,Somchair,20-Feb-05,Heptachloroepoxide
0,Somchair,20-Feb-05,Heptachlor
0,Somchair,20-Feb-05,Endosulfan (alpha)
0,Somchair,20-Feb-05,Endosulfan (beta)
0,Somchair,20-Feb-05,"p,p-DDT"
0,Somchair,20-Feb-05,"p,p-DDE"
0,Somchair,20-Feb-05,Aldrin
0,Somchair,20-Feb-05,Endrin
0,Busarakhan,20-Feb-05,Mercury
0,Busarakhan,20-Feb-05,Atrazine
0,Busarakhan,20-Feb-05,Heptachloroepoxide
