value,location,sample date,measure
7.36,Kohsoom,23-Jan-16,Chemical Oxygen Demand (Mn)
4.9,Kohsoom,23-Jan-16,Total organic carbon
0.465,Kohsoom,23-Jan-16,Anionic active surfactants
0,Kohsoom,23-Jan-16,Petroleum hydrocarbons
0,Kohsoom,23-Jan-16,Atrazine
0,Kohsoom,23-Jan-16,"p,p-DDT"
0,Kohsoom,23-Jan-16,gamma-Hexachlorocyclohexane
4,Chai,24-Jan-16,Water temperature
0.268,Somchair,24-Jan-16,AGOC-3A
130.528,Somchair,24-Jan-16,Methylosmoline
0.057,Somchair,24-Jan-16,Chlorodinine
0.023,Busarakhan,24-Jan-16,AGOC-3A
0.04,Busarakhan,24-Jan-16,Methylosmoline
0.055,Busarakhan,24-Jan-16,Chlorodinine
3.6,Chai,25-Jan-16,Water temperature
3.6,Chai,26-Jan-16,Water temperature
3,Chai,27-Jan-16,Water temperature
3,Chai,28-Jan-16,Water temperature
0.041,Boonsri,28-Jan-16,AGOC-3A
0.016,Boonsri,28-Jan-16,Methylosmoline
0.04,Boonsri,28-Jan-16,Chlorodinine
0.391,Kohsoom,28-Jan-16,AGOC-3A
45.019,Kohsoom,28-Jan-16,Methylosmoline
0.034,Kohsoom,28-Jan-16,Chlorodinine
3,Chai,29-Jan-16,Water temperature
3,Chai,30-Jan-16,Water temperature
3,Chai,31-Jan-16,Water temperature
2,Chai,1-Feb-16,Water temperature
2,Chai,2-Feb-16,Water temperature
2,Chai,3-Feb-16,Water temperature
1.4,Chai,4-Feb-16,Water temperature
1.4,Chai,5-Feb-16,Water temperature
1,Boonsri,6-Feb-16,Water temperature
0.158,Boonsri,6-Feb-16,Ammonium
0.01,Boonsri,6-Feb-16,Nitrites
1.435,Boonsri,6-Feb-16,Nitrates
2.406,Boonsri,6-Feb-16,Total nitrogen
0.042,Boonsri,6-Feb-16,Orthophosphate-phosphorus
0.059,Boonsri,6-Feb-16,Total phosphorus
0.056,Boonsri,6-Feb-16,Total dissolved phosphorus
1.75,Boonsri,6-Feb-16,Biochemical Oxygen
2.5,Somchair,6-Feb-16,Water temperature
11.54,Somchair,6-Feb-16,Dissolved oxygen
226.98,Somchair,6-Feb-16,Total hardness
482,Somchair,6-Feb-16,Total dissolved salts
0.43,Somchair,6-Feb-16,Ammonium
0.022,Somchair,6-Feb-16,Nitrites
1.77,Somchair,6-Feb-16,Nitrates
2.46,Somchair,6-Feb-16,Total nitrogen
0.033,Somchair,6-Feb-16,Orthophosphate-phosphorus
0.049,Somchair,6-Feb-16,Total phosphorus
0.034,Somchair,6-Feb-16,Total dissolved phosphorus
67.4,Somchair,6-Feb-16,Calcium
14.4,Somchair,6-Feb-16,Magnesium
64.3,Somchair,6-Feb-16,Chlorides
72.88,Somchair,6-Feb-16,Sulphates
4.938,Somchair,6-Feb-16,Lead
0.8029,Somchair,6-Feb-16,Cadmium
0.062,Somchair,6-Feb-16,Mercury
0,Somchair,6-Feb-16,Nickel
1.06,Somchair,6-Feb-16,Biochemical Oxygen
23.54,Somchair,6-Feb-16,Chemical Oxygen Demand (Cr)
3.63,Somchair,6-Feb-16,Chemical Oxygen Demand (Mn)
0,Somchair,6-Feb-16,Anionic active surfactants
0,Somchair,6-Feb-16,Atrazine
0,Somchair,6-Feb-16,"p,p-DDT"
0,Somchair,6-Feb-16,gamma-Hexachlorocyclohexane
3,Busarakhan,6-Feb-16,Water temperature
11.8,Busarakhan,6-Feb-16,Dissolved oxygen
278.166,Busarakhan,6-Feb-16,Total hardness
600,Busarakhan,6-Feb-16,Total dissolved salts
0.458,Busarakhan,6-Feb-16,Ammonium
0.019,Busarakhan,6-Feb-16,Nitrites
1.83,Busarakhan,6-Feb-16,Nitrates
2.39,Busarakhan,6-Feb-16,Total nitrogen
0.067,Busarakhan,6-Feb-16,Orthophosphate-phosphorus
0.083,Busarakhan,6-Feb-16,Total phosphorus
0.073,Busarakhan,6-Feb-16,Total dissolved phosphorus
69.4,Busarakhan,6-Feb-16,Calcium
25.2,Busarakhan,6-Feb-16,Magnesium
50.89,Busarakhan,6-Feb-16,Chlorides
128.4,Busarakhan,6-Feb-16,Sulphates
11.73,Busarakhan,6-Feb-16,Lead
0.8146,Busarakhan,6-Feb-16,Cadmium
2.0447,Busarakhan,6-Feb-16,Nickel
1.1,Busarakhan,6-Feb-16,Biochemical Oxygen
25.5,Busarakhan,6-Feb-16,Chemical Oxygen Demand (Cr)
0,Busarakhan,6-Feb-16,Anionic active surfactants
0,Busarakhan,6-Feb-16,Atrazine
0,Busarakhan,6-Feb-16,"p,p-DDT"
0,Busarakhan,6-Feb-16,gamma-Hexachlorocyclohexane
1.2,Chai,6-Feb-16,Water temperature
0.323,Decha,7-Feb-16,Ammonium
0.012,Decha,7-Feb-16,Nitrites
0.794,Decha,7-Feb-16,Nitrates
2.02,Decha,7-Feb-16,Total nitrogen
0.01,Decha,7-Feb-16,Orthophosphate-phosphorus
0.091,Decha,7-Feb-16,Total phosphorus
1.4,Chai,7-Feb-16,Water temperature
0.027,Kannika,7-Feb-16,AGOC-3A
0.036,Kannika,7-Feb-16,Methylosmoline
0.044,Kannika,7-Feb-16,Chlorodinine
0.014,Kannika,7-Feb-16,AGOC-3A
0.058,Kannika,7-Feb-16,Methylosmoline
0.034,Kannika,7-Feb-16,Chlorodinine
0.079,Kannika,7-Feb-16,AGOC-3A
0.008,Kannika,7-Feb-16,Methylosmoline
0.052,Kannika,7-Feb-16,Chlorodinine
0.059,Sakda,7-Feb-16,AGOC-3A
0.029,Sakda,7-Feb-16,Methylosmoline
0.028,Sakda,7-Feb-16,Chlorodinine
0.062,Sakda,7-Feb-16,AGOC-3A
0.047,Sakda,7-Feb-16,Methylosmoline
0.034,Sakda,7-Feb-16,Chlorodinine
0,Sakda,7-Feb-16,AGOC-3A
0.011,Sakda,7-Feb-16,Methylosmoline
0.053,Sakda,7-Feb-16,Chlorodinine
1.4,Chai,8-Feb-16,Water temperature
1.4,Chai,9-Feb-16,Water temperature
1.4,Chai,10-Feb-16,Water temperature
5.5,Somchair,11-Feb-16,Water temperature
11.34,Somchair,11-Feb-16,Dissolved oxygen
217.96,Somchair,11-Feb-16,Total hardness
445,Somchair,11-Feb-16,Total dissolved salts
0.151,Somchair,11-Feb-16,Ammonium
0.017,Somchair,11-Feb-16,Nitrites
1.847,Somchair,11-Feb-16,Nitrates
2.71,Somchair,11-Feb-16,Total nitrogen
0.025,Somchair,11-Feb-16,Orthophosphate-phosphorus
0.035,Somchair,11-Feb-16,Total phosphorus
0.032,Somchair,11-Feb-16,Total dissolved phosphorus
69.4,Somchair,11-Feb-16,Calcium
12.2,Somchair,11-Feb-16,Magnesium
65.33,Somchair,11-Feb-16,Chlorides
6.595,Somchair,11-Feb-16,Lead
0.7346,Somchair,11-Feb-16,Cadmium
0.072,Somchair,11-Feb-16,Mercury
1.506,Somchair,11-Feb-16,Nickel
1.36,Somchair,11-Feb-16,Biochemical Oxygen
23.5,Somchair,11-Feb-16,Chemical Oxygen Demand (Cr)
5.6,Busarakhan,11-Feb-16,Water temperature
11.42,Busarakhan,11-Feb-16,Dissolved oxygen
268.142,Busarakhan,11-Feb-16,Total hardness
546,Busarakhan,11-Feb-16,Total dissolved salts
0.104,Busarakhan,11-Feb-16,Ammonium
0.01,Busarakhan,11-Feb-16,Nitrites
1.507,Busarakhan,11-Feb-16,Nitrates
2.42,Busarakhan,11-Feb-16,Total nitrogen
0.059,Busarakhan,11-Feb-16,Orthophosphate-phosphorus
0.059,Busarakhan,11-Feb-16,Total dissolved phosphorus
63.4,Busarakhan,11-Feb-16,Calcium
26.6,Busarakhan,11-Feb-16,Magnesium
53.99,Busarakhan,11-Feb-16,Chlorides
12.85,Busarakhan,11-Feb-16,Lead
0.4318,Busarakhan,11-Feb-16,Cadmium
0.047,Busarakhan,11-Feb-16,Mercury
1.308,Busarakhan,11-Feb-16,Nickel
1.42,Busarakhan,11-Feb-16,Biochemical Oxygen
25.45,Busarakhan,11-Feb-16,Chemical Oxygen Demand (Cr)
1.8,Chai,11-Feb-16,Water temperature
1.4,Kannika,11-Feb-16,Water temperature
13,Kannika,11-Feb-16,Dissolved oxygen
216.804,Kannika,11-Feb-16,Total hardness
215.33,Kannika,11-Feb-16,Bicarbonates
273.2,Kannika,11-Feb-16,Total dissolved salts
0.183,Kannika,11-Feb-16,Ammonium
0.022,Kannika,11-Feb-16,Nitrites
1.609,Kannika,11-Feb-16,Nitrates
2.18,Kannika,11-Feb-16,Total nitrogen
0.064,Kannika,11-Feb-16,Orthophosphate-phosphorus
0.082,Kannika,11-Feb-16,Total phosphorus
0.074,Kannika,11-Feb-16,Total dissolved phosphorus
67.67,Kannika,11-Feb-16,Calcium
11.73,Kannika,11-Feb-16,Magnesium
24.82,Kannika,11-Feb-16,Chlorides
33.52,Kannika,11-Feb-16,Sulphates
0,Kannika,11-Feb-16,Zinc
13.08,Kannika,11-Feb-16,Copper
1.75,Kannika,11-Feb-16,Chromium
0,Kannika,11-Feb-16,Lead
0,Kannika,11-Feb-16,Cadmium
1.02,Kannika,11-Feb-16,Nickel
2.5,Kannika,11-Feb-16,Arsenic
2.69,Kannika,11-Feb-16,Biochemical Oxygen
7.13,Kannika,11-Feb-16,Chemical Oxygen Demand (Cr)
4.8,Kannika,11-Feb-16,Chemical Oxygen Demand (Mn)
0,Kannika,11-Feb-16,Anionic active surfactants
0.321,Kannika,11-Feb-16,Petroleum hydrocarbons
0,Kannika,11-Feb-16,Atrazine
0,Kannika,11-Feb-16,"p,p-DDT"
0,Kannika,11-Feb-16,gamma-Hexachlorocyclohexane
1.4,Kannika,11-Feb-16,Water temperature
13.04,Kannika,11-Feb-16,Dissolved oxygen
216.804,Kannika,11-Feb-16,Total hardness
208.62,Kannika,11-Feb-16,Bicarbonates
277,Kannika,11-Feb-16,Total dissolved salts
0.175,Kannika,11-Feb-16,Ammonium
0.021,Kannika,11-Feb-16,Nitrites
1.449,Kannika,11-Feb-16,Nitrates
1.98,Kannika,11-Feb-16,Total nitrogen
0.054,Kannika,11-Feb-16,Orthophosphate-phosphorus
0.076,Kannika,11-Feb-16,Total phosphorus
0.07,Kannika,11-Feb-16,Total dissolved phosphorus
67.67,Kannika,11-Feb-16,Calcium
11.73,Kannika,11-Feb-16,Magnesium
24.02,Kannika,11-Feb-16,Chlorides
36.93,Kannika,11-Feb-16,Sulphates
0,Kannika,11-Feb-16,Zinc
11.93,Kannika,11-Feb-16,Copper
1.86,Kannika,11-Feb-16,Chromium
1.04,Kannika,11-Feb-16,Lead
0,Kannika,11-Feb-16,Cadmium
1,Kannika,11-Feb-16,Nickel
2,Kannika,11-Feb-16,Arsenic
2.82,Kannika,11-Feb-16,Biochemical Oxygen
7.13,Kannika,11-Feb-16,Chemical Oxygen Demand (Cr)
4.86,Kannika,11-Feb-16,Chemical Oxygen Demand (Mn)
0,Kannika,11-Feb-16,Anionic active surfactants
0.3207,Kannika,11-Feb-16,Petroleum hydrocarbons
0,Kannika,11-Feb-16,Atrazine
0,Kannika,11-Feb-16,"p,p-DDT"
0,Kannika,11-Feb-16,gamma-Hexachlorocyclohexane
1.5,Kannika,11-Feb-16,Water temperature
12.64,Kannika,11-Feb-16,Dissolved oxygen
212.71,Kannika,11-Feb-16,Total hardness
202.52,Kannika,11-Feb-16,Bicarbonates
273.8,Kannika,11-Feb-16,Total dissolved salts
0.185,Kannika,11-Feb-16,Ammonium
0.021,Kannika,11-Feb-16,Nitrites
1.571,Kannika,11-Feb-16,Nitrates
2.14,Kannika,11-Feb-16,Total nitrogen
0.061,Kannika,11-Feb-16,Orthophosphate-phosphorus
0.083,Kannika,11-Feb-16,Total phosphorus
0.071,Kannika,11-Feb-16,Total dissolved phosphorus
66.86,Kannika,11-Feb-16,Calcium
11.24,Kannika,11-Feb-16,Magnesium
28.54,Kannika,11-Feb-16,Chlorides
28.54,Kannika,11-Feb-16,Sulphates
26,Kannika,11-Feb-16,Zinc
12.71,Kannika,11-Feb-16,Copper
1.41,Kannika,11-Feb-16,Chromium
0,Kannika,11-Feb-16,Lead
0,Kannika,11-Feb-16,Cadmium
0,Kannika,11-Feb-16,Nickel
2,Kannika,11-Feb-16,Arsenic
2.58,Kannika,11-Feb-16,Biochemical Oxygen
6.73,Kannika,11-Feb-16,Chemical Oxygen Demand (Cr)
4.73,Kannika,11-Feb-16,Chemical Oxygen Demand (Mn)
0,Kannika,11-Feb-16,Anionic active surfactants
0.3601,Kannika,11-Feb-16,Petroleum hydrocarbons
0,Kannika,11-Feb-16,Atrazine
0,Kannika,11-Feb-16,"p,p-DDT"
0,Kannika,11-Feb-16,gamma-Hexachlorocyclohexane
1.5,Sakda,11-Feb-16,Water temperature
12.36,Sakda,11-Feb-16,Dissolved oxygen
220.72,Sakda,11-Feb-16,Total hardness
218.38,Sakda,11-Feb-16,Bicarbonates
280,Sakda,11-Feb-16,Total dissolved salts
0.176,Sakda,11-Feb-16,Ammonium
0.021,Sakda,11-Feb-16,Nitrites
1.449,Sakda,11-Feb-16,Nitrates
1.98,Sakda,11-Feb-16,Total nitrogen
0.058,Sakda,11-Feb-16,Orthophosphate-phosphorus
0.091,Sakda,11-Feb-16,Total phosphorus
0.069,Sakda,11-Feb-16,Total dissolved phosphorus
70.89,Sakda,11-Feb-16,Calcium
10.75,Sakda,11-Feb-16,Magnesium
26.74,Sakda,11-Feb-16,Chlorides
0,Sakda,11-Feb-16,Zinc
3.52,Sakda,11-Feb-16,Copper
1.44,Sakda,11-Feb-16,Chromium
1.43,Sakda,11-Feb-16,Lead
0,Sakda,11-Feb-16,Cadmium
1.43,Sakda,11-Feb-16,Nickel
2.2,Sakda,11-Feb-16,Arsenic
1.84,Sakda,11-Feb-16,Biochemical Oxygen
7.91,Sakda,11-Feb-16,Chemical Oxygen Demand (Cr)
4.6,Sakda,11-Feb-16,Chemical Oxygen Demand (Mn)
0,Sakda,11-Feb-16,Anionic active surfactants
0.3008,Sakda,11-Feb-16,Petroleum hydrocarbons
0,Sakda,11-Feb-16,Atrazine
0,Sakda,11-Feb-16,"p,p-DDT"
0,Sakda,11-Feb-16,gamma-Hexachlorocyclohexane
1.5,Sakda,11-Feb-16,Water temperature
12.63,Sakda,11-Feb-16,Dissolved oxygen
216.804,Sakda,11-Feb-16,Total hardness
212.28,Sakda,11-Feb-16,Bicarbonates
280.6,Sakda,11-Feb-16,Total dissolved salts
0.173,Sakda,11-Feb-16,Ammonium
0.02,Sakda,11-Feb-16,Nitrites
1.311,Sakda,11-Feb-16,Nitrates
1.8,Sakda,11-Feb-16,Total nitrogen
0.051,Sakda,11-Feb-16,Orthophosphate-phosphorus
0.086,Sakda,11-Feb-16,Total phosphorus
0.068,Sakda,11-Feb-16,Total dissolved phosphorus
69.28,Sakda,11-Feb-16,Calcium
10.75,Sakda,11-Feb-16,Magnesium
26.35,Sakda,11-Feb-16,Chlorides
0,Sakda,11-Feb-16,Zinc
5.44,Sakda,11-Feb-16,Copper
1.43,Sakda,11-Feb-16,Chromium
1.47,Sakda,11-Feb-16,Lead
0,Sakda,11-Feb-16,Cadmium
1.55,Sakda,11-Feb-16,Nickel
2.1,Sakda,11-Feb-16,Arsenic
2.12,Sakda,11-Feb-16,Biochemical Oxygen
7.13,Sakda,11-Feb-16,Chemical Oxygen Demand (Cr)
4.54,Sakda,11-Feb-16,Chemical Oxygen Demand (Mn)
0,Sakda,11-Feb-16,Anionic active surfactants
0.3681,Sakda,11-Feb-16,Petroleum hydrocarbons
0,Sakda,11-Feb-16,Atrazine
0,Sakda,11-Feb-16,"p,p-DDT"
0,Sakda,11-Feb-16,gamma-Hexachlorocyclohexane
1.5,Sakda,11-Feb-16,Water temperature
12.53,Sakda,11-Feb-16,Dissolved oxygen
212.71,Sakda,11-Feb-16,Total hardness
212.28,Sakda,11-Feb-16,Bicarbonates
281.4,Sakda,11-Feb-16,Total dissolved salts
0.179,Sakda,11-Feb-16,Ammonium
0.02,Sakda,11-Feb-16,Nitrites
1.55,Sakda,11-Feb-16,Nitrates
2.09,Sakda,11-Feb-16,Total nitrogen
0.057,Sakda,11-Feb-16,Orthophosphate-phosphorus
0.088,Sakda,11-Feb-16,Total phosphorus
0.077,Sakda,11-Feb-16,Total dissolved phosphorus
69.28,Sakda,11-Feb-16,Calcium
9.78,Sakda,11-Feb-16,Magnesium
25.57,Sakda,11-Feb-16,Chlorides
0,Sakda,11-Feb-16,Zinc
3.15,Sakda,11-Feb-16,Copper
1.615,Sakda,11-Feb-16,Chromium
1.24,Sakda,11-Feb-16,Lead
0,Sakda,11-Feb-16,Cadmium
1.59,Sakda,11-Feb-16,Nickel
2.4,Sakda,11-Feb-16,Arsenic
1.87,Sakda,11-Feb-16,Biochemical Oxygen
7.52,Sakda,11-Feb-16,Chemical Oxygen Demand (Cr)
4.6,Sakda,11-Feb-16,Chemical Oxygen Demand (Mn)
0,Sakda,11-Feb-16,Anionic active surfactants
0.3453,Sakda,11-Feb-16,Petroleum hydrocarbons
0,Sakda,11-Feb-16,Atrazine
0,Sakda,11-Feb-16,"p,p-DDT"
0,Sakda,11-Feb-16,gamma-Hexachlorocyclohexane
7,Achara,12-Feb-16,Water temperature
10.9,Achara,12-Feb-16,Dissolved oxygen
90,Achara,12-Feb-16,Oxygen saturation
116.8,Achara,12-Feb-16,Total hardness
122,Achara,12-Feb-16,Bicarbonates
160,Achara,12-Feb-16,Total dissolved salts
0.06,Achara,12-Feb-16,Ammonium
0.01,Achara,12-Feb-16,Nitrites
0.94,Achara,12-Feb-16,Nitrates
1.19,Achara,12-Feb-16,Total nitrogen
0.012,Achara,12-Feb-16,Orthophosphate-phosphorus
0.022,Achara,12-Feb-16,Total phosphorus
2,Achara,12-Feb-16,Dissolved silicates
8.3,Achara,12-Feb-16,Sodium
2.3,Achara,12-Feb-16,Potassium
35.5,Achara,12-Feb-16,Calcium
6.8,Achara,12-Feb-16,Magnesium
10.6,Achara,12-Feb-16,Chlorides
21.9,Achara,12-Feb-16,Sulphates
0,Achara,12-Feb-16,Mercury
2.2,Achara,12-Feb-16,Biochemical Oxygen
5,Achara,12-Feb-16,Chemical Oxygen Demand (Cr)
0,Achara,12-Feb-16,Anionic active surfactants
0,Achara,12-Feb-16,Petroleum hydrocarbons
0,Achara,12-Feb-16,Atrazine
0,Achara,12-Feb-16,"p,p-DDT"
0,Achara,12-Feb-16,gamma-Hexachlorocyclohexane
6.6,Chai,12-Feb-16,Water temperature
11.54,Chai,12-Feb-16,Dissolved oxygen
187.612,Chai,12-Feb-16,Total hardness
293,Chai,12-Feb-16,Total dissolved salts
0.043,Chai,12-Feb-16,Ammonium
0.014,Chai,12-Feb-16,Nitrites
1.296,Chai,12-Feb-16,Nitrates
1.92,Chai,12-Feb-16,Total nitrogen
0.039,Chai,12-Feb-16,Orthophosphate-phosphorus
0.059,Chai,12-Feb-16,Total phosphorus
25.44,Chai,12-Feb-16,Chlorides
1.973,Chai,12-Feb-16,Lead
0,Chai,12-Feb-16,Cadmium
2.27,Chai,12-Feb-16,Nickel
1.04,Chai,12-Feb-16,Biochemical Oxygen
21.57,Chai,12-Feb-16,Chemical Oxygen Demand (Cr)
3.35,Chai,12-Feb-16,Chemical Oxygen Demand (Mn)
0,Chai,12-Feb-16,Atrazine
0,Chai,12-Feb-16,"p,p-DDT"
0,Chai,12-Feb-16,gamma-Hexachlorocyclohexane
6.4,Chai,12-Feb-16,Water temperature
11.89,Chai,12-Feb-16,Dissolved oxygen
192.596,Chai,12-Feb-16,Total hardness
290,Chai,12-Feb-16,Total dissolved salts
0.039,Chai,12-Feb-16,Ammonium
0.013,Chai,12-Feb-16,Nitrites
1.405,Chai,12-Feb-16,Nitrates
1.99,Chai,12-Feb-16,Total nitrogen
0.049,Chai,12-Feb-16,Orthophosphate-phosphorus
0.056,Chai,12-Feb-16,Total phosphorus
23.38,Chai,12-Feb-16,Chlorides
1.973,Chai,12-Feb-16,Lead
1.496,Chai,12-Feb-16,Nickel
1.03,Chai,12-Feb-16,Biochemical Oxygen
21.57,Chai,12-Feb-16,Chemical Oxygen Demand (Cr)
2.62,Chai,12-Feb-16,Chemical Oxygen Demand (Mn)
0,Chai,12-Feb-16,Atrazine
0,Chai,12-Feb-16,"p,p-DDT"
0,Chai,12-Feb-16,gamma-Hexachlorocyclohexane
6.5,Chai,12-Feb-16,Water temperature
11.58,Chai,12-Feb-16,Dissolved oxygen
192.596,Chai,12-Feb-16,Total hardness
292,Chai,12-Feb-16,Total dissolved salts
0.044,Chai,12-Feb-16,Ammonium
0.012,Chai,12-Feb-16,Nitrites
1.196,Chai,12-Feb-16,Nitrates
1.91,Chai,12-Feb-16,Total nitrogen
0.044,Chai,12-Feb-16,Orthophosphate-phosphorus
0.054,Chai,12-Feb-16,Total phosphorus
24.07,Chai,12-Feb-16,Chlorides
4.53,Chai,12-Feb-16,Lead
0.374,Chai,12-Feb-16,Cadmium
2.214,Chai,12-Feb-16,Nickel
1.08,Chai,12-Feb-16,Biochemical Oxygen
23.54,Chai,12-Feb-16,Chemical Oxygen Demand (Cr)
3.05,Chai,12-Feb-16,Chemical Oxygen Demand (Mn)
0,Chai,12-Feb-16,Atrazine
0,Chai,12-Feb-16,"p,p-DDT"
0,Chai,12-Feb-16,gamma-Hexachlorocyclohexane
2.4,Chai,13-Feb-16,Water temperature
2.4,Chai,14-Feb-16,Water temperature
0.05,Somchair,14-Feb-16,AGOC-3A
130.512,Somchair,14-Feb-16,Methylosmoline
0.023,Somchair,14-Feb-16,Chlorodinine
0.048,Busarakhan,14-Feb-16,AGOC-3A
0.022,Busarakhan,14-Feb-16,Methylosmoline
0.056,Busarakhan,14-Feb-16,Chlorodinine
3.4,Chai,15-Feb-16,Water temperature
3.4,Chai,16-Feb-16,Water temperature
6,Boonsri,17-Feb-16,Water temperature
11.06,Boonsri,17-Feb-16,Dissolved oxygen
91.71,Boonsri,17-Feb-16,Oxygen saturation
162.25,Boonsri,17-Feb-16,Total hardness
201.3,Boonsri,17-Feb-16,Bicarbonates
261,Boonsri,17-Feb-16,Total dissolved salts
0.074,Boonsri,17-Feb-16,Ammonium
0.011,Boonsri,17-Feb-16,Nitrites
1.67,Boonsri,17-Feb-16,Nitrates
2.33,Boonsri,17-Feb-16,Total nitrogen
0.027,Boonsri,17-Feb-16,Orthophosphate-phosphorus
0.045,Boonsri,17-Feb-16,Total phosphorus
0.034,Boonsri,17-Feb-16,Total dissolved phosphorus
15,Boonsri,17-Feb-16,Sodium
2,Boonsri,17-Feb-16,Potassium
46.02,Boonsri,17-Feb-16,Calcium
11.64,Boonsri,17-Feb-16,Magnesium
15.39,Boonsri,17-Feb-16,Chlorides
37.28,Boonsri,17-Feb-16,Sulphates
1.84,Boonsri,17-Feb-16,Biochemical Oxygen
11.4,Boonsri,17-Feb-16,Chemical Oxygen Demand (Cr)
2.11,Boonsri,17-Feb-16,Chemical Oxygen Demand (Mn)
5.425,Boonsri,17-Feb-16,Total organic carbon
0.149,Boonsri,17-Feb-16,Anionic active surfactants
0,Boonsri,17-Feb-16,Petroleum hydrocarbons
18.5,Boonsri,17-Feb-16,AOX
0,Boonsri,17-Feb-16,Atrazine
0,Boonsri,17-Feb-16,"p,p-DDT"
0,Boonsri,17-Feb-16,gamma-Hexachlorocyclohexane
6,Boonsri,17-Feb-16,Water temperature
10.49,Boonsri,17-Feb-16,Dissolved oxygen
86.98,Boonsri,17-Feb-16,Oxygen saturation
154.4,Boonsri,17-Feb-16,Total hardness
197.03,Boonsri,17-Feb-16,Bicarbonates
260,Boonsri,17-Feb-16,Total dissolved salts
0.075,Boonsri,17-Feb-16,Ammonium
0.015,Boonsri,17-Feb-16,Nitrites
1.31,Boonsri,17-Feb-16,Nitrates
2.104,Boonsri,17-Feb-16,Total nitrogen
0.027,Boonsri,17-Feb-16,Orthophosphate-phosphorus
0.052,Boonsri,17-Feb-16,Total phosphorus
0.032,Boonsri,17-Feb-16,Total dissolved phosphorus
14,Boonsri,17-Feb-16,Sodium
2,Boonsri,17-Feb-16,Potassium
44.44,Boonsri,17-Feb-16,Calcium
10.67,Boonsri,17-Feb-16,Magnesium
14.68,Boonsri,17-Feb-16,Chlorides
35.43,Boonsri,17-Feb-16,Sulphates
1.7,Boonsri,17-Feb-16,Biochemical Oxygen
10.2,Boonsri,17-Feb-16,Chemical Oxygen Demand (Cr)
1.92,Boonsri,17-Feb-16,Chemical Oxygen Demand (Mn)
5.402,Boonsri,17-Feb-16,Total organic carbon
0.14,Boonsri,17-Feb-16,Anionic active surfactants
0,Boonsri,17-Feb-16,Petroleum hydrocarbons
19.2,Boonsri,17-Feb-16,AOX
0,Boonsri,17-Feb-16,Atrazine
0,Boonsri,17-Feb-16,"p,p-DDT"
0,Boonsri,17-Feb-16,gamma-Hexachlorocyclohexane
6,Boonsri,17-Feb-16,Water temperature
11.3,Boonsri,17-Feb-16,Dissolved oxygen
93.7,Boonsri,17-Feb-16,Oxygen saturation
158.33,Boonsri,17-Feb-16,Total hardness
194.59,Boonsri,17-Feb-16,Bicarbonates
257,Boonsri,17-Feb-16,Total dissolved salts
0.084,Boonsri,17-Feb-16,Ammonium
0.012,Boonsri,17-Feb-16,Nitrites
1.35,Boonsri,17-Feb-16,Nitrates
2.194,Boonsri,17-Feb-16,Total nitrogen
0.03,Boonsri,17-Feb-16,Orthophosphate-phosphorus
0.054,Boonsri,17-Feb-16,Total phosphorus
0.032,Boonsri,17-Feb-16,Total dissolved phosphorus
14,Boonsri,17-Feb-16,Sodium
2,Boonsri,17-Feb-16,Potassium
44.44,Boonsri,17-Feb-16,Calcium
11.64,Boonsri,17-Feb-16,Magnesium
15.03,Boonsri,17-Feb-16,Chlorides
34.97,Boonsri,17-Feb-16,Sulphates
1.78,Boonsri,17-Feb-16,Biochemical Oxygen
10.8,Boonsri,17-Feb-16,Chemical Oxygen Demand (Cr)
1.98,Boonsri,17-Feb-16,Chemical Oxygen Demand (Mn)
5.49,Boonsri,17-Feb-16,Total organic carbon
0.164,Boonsri,17-Feb-16,Anionic active surfactants
0,Boonsri,17-Feb-16,Petroleum hydrocarbons
16.7,Boonsri,17-Feb-16,AOX
0,Boonsri,17-Feb-16,Atrazine
0,Boonsri,17-Feb-16,"p,p-DDT"
0,Boonsri,17-Feb-16,gamma-Hexachlorocyclohexane
11,Tansanee,17-Feb-16,Water temperature
9.71,Tansanee,17-Feb-16,Dissolved oxygen
71.1,Tansanee,17-Feb-16,Oxygen saturation
303.99,Tansanee,17-Feb-16,Total hardness
243.85,Tansanee,17-Feb-16,Bicarbonates
800,Tansanee,17-Feb-16,Total dissolved salts
6.551,Tansanee,17-Feb-16,Ammonium
0,Tansanee,17-Feb-16,Nitrites
5.984,Tansanee,17-Feb-16,Nitrates
16.373,Tansanee,17-Feb-16,Total nitrogen
0.171,Tansanee,17-Feb-16,Orthophosphate-phosphorus
0.424,Tansanee,17-Feb-16,Total phosphorus
82.244,Tansanee,17-Feb-16,Calcium
23.954,Tansanee,17-Feb-16,Magnesium
183.646,Tansanee,17-Feb-16,Chlorides
117.996,Tansanee,17-Feb-16,Sulphates
74.71,Tansanee,17-Feb-16,Biochemical Oxygen
431.09,Tansanee,17-Feb-16,Chemical Oxygen Demand (Cr)
0,Tansanee,17-Feb-16,Anionic active surfactants
0,Tansanee,17-Feb-16,Petroleum hydrocarbons
0,Tansanee,17-Feb-16,Atrazine
0,Tansanee,17-Feb-16,"p,p-DDT"
0,Tansanee,17-Feb-16,gamma-Hexachlorocyclohexane
3.4,Chai,17-Feb-16,Water temperature
6.7,Decha,18-Feb-16,Water temperature
13.2,Decha,18-Feb-16,Dissolved oxygen
108.2,Decha,18-Feb-16,Oxygen saturation
150,Decha,18-Feb-16,Total hardness
207.5,Decha,18-Feb-16,Bicarbonates
